title,genres,actors,release_date,imdb_rating,summary,poster_path,wiki_link
Footpath (2003 film),Action | Crime | Drama,Aftab Shivdasani | Bipasha Basu | Rahul Dev | Emraan Hashmi | Aparna Tilak | Irrfan Khan | Anup Soni | Kannan | Anupama Verma | Arif Zakaria | Suresh Singh,15 August 2003 (India),5.3,Two friends of a man help him avenge his father's death. Years later  he reunites with his friends who have now become criminals. What they don't know  is that he is now an undercover cop.,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Foothpath_2003.jpg/220px-Foothpath_2003.jpg,https://en.wikipedia.org/wiki/Footpath_(2003_film)
Escape from Taliban,Adventure | Drama | Thriller,Manisha Koirala | Nawab Shah | Vinita Malik | Prithvi Zutshi | Alyy Khan | Shoorveer Tyagi | Pritam Wadhwa | Ferozeh | Krupa Sindhwad | Vasundhara Zutshi | Jahangir Khan | Benika | Baby Krupa | Asha Sharma,14 February 2003 (India),4.5,Sushmita and Jaanbaz live in India  and they are in love. They intend to marry  but Sushmita's family is strongly opposed to the marriage  since Jaanbaz is a Muslim and they are Hindus. But...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Escape_From_Taliban_2004_DVD_cover.jpg/220px-Escape_From_Taliban_2004_DVD_cover.jpg,https://en.wikipedia.org/wiki/Escape_from_Taliban
Ek Din 24 Ghante,Thriller,Rahul Bose | Ahmed Chaudhary | Nandita Das | Vineet Kumar | Lilliput | Shilpa Mehta | Piyush Mishra | Baby Nidhi | Kavita Rathod | Kabir Sadanand | Shivkumar Subramaniam,7 November 2003 (India),4.0,Sameera Dutta is an enlightened and intelligent young woman  who knows exactly what she wants of life. She belongs to an upper class family  and lives with her mom and dad  a business ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/EkDin24Ghanteposter.JPG/220px-EkDin24Ghanteposter.JPG,https://en.wikipedia.org/wiki/Ek_Din_24_Ghante
Gangaajal,Action | Crime | Drama,Ajay Devgn | Gracy Singh | Mohan Joshi | Yashpal Sharma | Akhilendra Mishra | Mukesh Tiwari | Ayub Khan | Chetan Pandit | Anup Soni | Mohan Agashe | Yash Pathak | Payal Srivastava,29 August 2003 (India),7.8,An IPS officer motivates and leads a dysfunctional  corrupt police force of Tezpur to fight against the corrupt politician.,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Gangaajal_poster.jpg/220px-Gangaajal_poster.jpg,https://en.wikipedia.org/wiki/Gangaajal
Hawa (film),Horror | Thriller,Tabu | Shahbaaz Khan | Mukesh Tiwari | Imran Khan | Grusha Kapoor | Vishwajeet Pradhan | Amit Behl | Avtar Gill | Hansika Motwani | Baby Bhavika | Suresh Chatwal,4 July 2003 (India),3.3,Sanjana lives in a big city along with her husband and two daughters. But things are not quite rosy as the couple faces a disastrous situation in there life which leads to divorce. Sanjana ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Hawa_film.jpg/220px-Hawa_film.jpg,https://en.wikipedia.org/wiki/Hawa_(film)
Haasil,Crime | Drama | Romance,Jimmy Sheirgill | Hrishitaa Bhatt | Irrfan Khan | Ashutosh Rana | Tinnu Anand,16 May 2003 (India),7.6,Aniruddh  a law-abiding college student  in love with Niharika  gets caught up in college politics and crime and must fight it out for himself when his friend becomes his foe.,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Haasil.jpg/220px-Haasil.jpg,https://en.wikipedia.org/wiki/Haasil
Ek Aur Ek Gyarah,Action | Comedy | Crime,Sanjay Dutt | Govinda | Amrita Arora | Nandini Singh | Jackie Shroff | Gulshan Grover | Ashish Vidyarthi | Rajpal Yadav | Mushtaq Khan | Tiku Talsania | Himani Shivpuri | Mahesh Anand | Kannu Gill | Simran D. Kaur,28 March 2003 (India),5.2,Two petty thieves Tara and Sitara (Govinda & Sanjay Dutt respectively) get on the bad side of two wanted criminals  namely Panther and Cobra (Gulshan Grover and Ashish Vidyarthi ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Ek_Aur_Ek_Gyarah_poster.jpg/220px-Ek_Aur_Ek_Gyarah_poster.jpg,https://en.wikipedia.org/wiki/Ek_Aur_Ek_Gyarah
Hungama (2003 film),Comedy | Drama | Romance,Akshaye Khanna | Aftab Shivdasani | Rimi Sen | Paresh Rawal | Shakti Kapoor | Rajpal Yadav | Tiku Talsania | Shoma Anand | Nina Kulkarni | Upasna Singh | Sanjay Narvekar | Jyoti Joshi,1 August 2003 (India),7.5,The story of a bunch of misfits whose misconception about each others backgrounds end up in a series of chaotic  yet comic outcomes.,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Hungama_poster.jpg/220px-Hungama_poster.jpg,https://en.wikipedia.org/wiki/Hungama_(2003_film)
Green Card Fever,Comedy | Drama | Romance,Vikram Dasu | Purva Bedi | Deep Katdare | Chayton Arvin | Robert Lin | Subash Kundanmal | Srinath Sampath | Aatif Khan | Crystal Parzik | Lynn Oh,29 August 2003 (USA),5.9,"Green Card Fever is the story of a young man in the United States who overstays his visa in the pursuit of a ""Green Card"". He naively muddles through an underworld of illegal immigrants  ...                    ",https://upload.wikimedia.org/wikipedia/en/6/6b/Green_Card_Fever_%282004_film%29.jpg,https://en.wikipedia.org/wiki/Green_Card_Fever
Flavors (film),Comedy,Reef Karim | Anjan Srivastav | Bharti Achrekar | Pooja Kumar | Rishma Malik | Anupam Mittal | Jicky Schnee | Sireesha Katragadda | Gaurang Vyas | Mohit Shah | Punit Jasuja | Gaurav Rawal | Manan Katohora | Gayatri Khanna,16 July 2004 (USA),7.2,Flavors tells the stories of 13 different main characters in 5 parallel story lines.,https://upload.wikimedia.org/wikipedia/en/6/6d/Flavors_%282004_film%29.jpg,https://en.wikipedia.org/wiki/Flavors_(film)
Fun2shh... Dudes in the 10th Century,Comedy,Rushali Arora | Kavi Kumar Azad | Amitabh Bachchan | Charlie | Sweety Chhabra | Bobby Darling | Gulshan Grover | Farida Jalal | Narendra Jha | Iqbal Khan | Kader Khan | Mushtaq Khan | Rajesh Khattar | Nilofar,19 December 2003 (India),4.6,Bombay City lives in fear of a notorious thief who calls himself Chindi Chor  and steals whenever and whatever he desires without any regard to security  and police protection. When Ghoshal...                    ,https://upload.wikimedia.org/wikipedia/en/5/55/Fun2shh.jpg,https://en.wikipedia.org/wiki/Fun2shh..._Dudes_in_the_10th_Century
Inteha (2003 film),Drama | Thriller,Ashmit Patel | Vidya Malvade | Nauheed Cyrusi,24 October 2003 (India),5.3,Tina Saxena lives a wealthy life-style with her widowed businessman dad. One day  all of a sudden  she gets a nasty shock when her dad informs her that he had a mistress before he was ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Inteha_%282003_film%29.jpg/220px-Inteha_%282003_film%29.jpg,https://en.wikipedia.org/wiki/Inteha_(2003_film)
Jaal: The Trap,Action | Drama | Romance,Sunny Deol | Tabu | Reema Sen | Anupam Kher | Farida Jalal | Ashish Vidyarthi | Mukesh Rishi | Amrish Puri | Virendra Saxena | Shahbaaz Khan | Ragesh Asthana | Amit Bhalla | Kishori Jaywant Kulkarni | Bobby Sainy,18 July 2003 (India),4.1,When his girlfriend is kidnapped by Kashmiri terrorists  a commando is tasked with kidnapping the Home Minister's daughter in order to secure his lady love's release.,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Jaal%2C_The_Trap.jpg/220px-Jaal%2C_The_Trap.jpg,https://en.wikipedia.org/wiki/Jaal:_The_Trap
Ishq Vishk,Comedy | Romance,Shahid Kapoor | Amrita Rao | Shenaz Treasury | Vishal Malhotra | Kapil Jhaveri | Shabhir | Deepti Gujral | Soundarya | Yash Tonk | Damandeep | Satish Shah | Neelima Azim | Vivek Vaswani | Omung Kumar,10 April 2003 (India),6.0,A collegian (Shahid Kapoor) woos a beautiful girl  then falls in love with his childhood friend (Amrita Rao).,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/IshqVishk_Poster.jpg/220px-IshqVishk_Poster.jpg,https://en.wikipedia.org/wiki/Ishq_Vishk
Hawayein,Drama | Romance,Babbu Mann | Amitoj Mann | Mahie Gill | Mukul Dev,22 August 2003 (India),6.2,Set against the backdrop of the 1984 Sikh genocide  Hawayein is a 2003 film directed by Ammtoje Mann. The film is based on some real-life events and features the impact of Operation ...                    ,https://upload.wikimedia.org/wikipedia/en/1/1f/HawayeinPoster.jpg,https://en.wikipedia.org/wiki/Hawayein
Jism (2003 film),Drama | Romance | Thriller,Bipasha Basu | John Abraham | Gulshan Grover | Vinay Pathak | Ranvir Shorey | Anahita Oberoi | Harsh Vasisht,17 January 2003 (India),5.2,Kabir Lal is an alcoholic lawyer whose life is looking as if going down the drain. One morning he sees a stunningly attractive woman on a beach and is instantly enamored by her. By chance ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Jism_%282003_movie_poster%29.jpg/220px-Jism_%282003_movie_poster%29.jpg,https://en.wikipedia.org/wiki/Jism_(2003_film)
Jhankaar Beats,Comedy | Music,Sanjay Suri | Rahul Bose | Juhi Chawla | Rinke Khanna | Riya Sen | Ikra Khatri | Manmauji | Goolistan Gandhi | Raja Vaid | Sangeeta Chauhan | Hafiz Khan | Dinyar Contractor | Archana Puran Singh | Vijayendra Ghatge,20 June 2003 (India),7.2,Two copywriter brothers and their apprentice compete in a music contest.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Jhankaar_Beats_Movie_Poster.jpg/220px-Jhankaar_Beats_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Jhankaar_Beats
Kagaar: Life on the Edge,Crime | Drama,Om Puri | Nandita Das | Amitabh Dayal,10 October 2003 (India),6.2,Naive  simple-minded  and illiterate Bhaskar Sarnaik (Amitabh Dayal) comes to Bombay from his far-off village  to look for his missing brother  Raghuvir. He comes in contact with ...                    ,https://upload.wikimedia.org/wikipedia/en/b/bf/Kagaar_life_on_the_edge.png,https://en.wikipedia.org/wiki/Kagaar:_Life_on_the_Edge
Khel – No Ordinary Game,Action | Crime | Drama,Sunny Deol | Sunil Shetty | Ajay Jadeja | Celina Jaitly,11 November 2003 (Kuwait),4.0,Two friends falling in love with the same girl leads to murder and intrigue.,https://upload.wikimedia.org/wikipedia/en/5/5b/Khel_dvd.jpg,https://en.wikipedia.org/wiki/Khel_%E2%80%93_No_Ordinary_Game
Janasheen,Action | Drama | Musical,Feroz Khan | Fardeen Khan | Celina Jaitly | Pinky Harwani | Mangal Dhillon | Kashmira Shah | Archana Puran Singh | Yash Tonk | Harsh Chhaya | Shiva Rindani | Johnny Lever | Giri Netra Kunal | Lopsang | Bob Brahmbhatt,12 September 2003 (India),2.9,Lucky Kapoor (Fardeen Khan) lives in Australia and has no interest in taking over his father's business in India. Saba Karim Khan (Feroz Khan) has a great interest in the property  but Mr. ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Janasheen_poster.jpg/220px-Janasheen_poster.jpg,https://en.wikipedia.org/wiki/Janasheen
Kaise Kahoon Ke... Pyaar Hai,Crime | Romance,Amit Hingorani | Sharbani Mukherjee | Dharmendra | Sunny Deol,9 May 2003 (India),3.8,Add a Plot »,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kaise_Kahoon_Ke..._Pyaar_Hai.jpg/220px-Kaise_Kahoon_Ke..._Pyaar_Hai.jpg,https://en.wikipedia.org/wiki/Kaise_Kahoon_Ke..._Pyaar_Hai
Khushi (2003 Hindi film),Action | Drama | Romance,Fardeen Khan | Kareena Kapoor | Amrish Puri,7 February 2003 (USA),4.4,Karan and Khushi fall in love  but her conservative family balks at accepting Karan's modern ideas.,https://upload.wikimedia.org/wikipedia/en/7/7d/Khushi2003.jpg,https://en.wikipedia.org/wiki/Khushi_(2003_Hindi_film)
Khwahish,Drama | Musical | Romance,Himanshu Malik | Mallika Sherawat | Shivaji Satam | Mahmud Babai,6 June 2003 (India),4.2,A story bout a relationship that's ended. Khwahish traces the sexy  funny and intense relationship of Amar Ranawat(Himanshu Malik) and Lekha Khorzuvekar (Mallika Sherawat) from the time ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Khwahish.jpg/220px-Khwahish.jpg,https://en.wikipedia.org/wiki/Khwahish
Kucch To Hai,Horror | Mystery,Tusshar Kapoor | Esha Deol,24 January 2003 (India),4.2,"Indian film-makers have now come up with their very own ""I Know What You Did Last Summer'  a story centering around a College Professor  who kills his wife  and hides her body in the ...                    ",https://upload.wikimedia.org/wikipedia/en/c/c0/Kucch_To_Hai.jpg,https://en.wikipedia.org/wiki/Kucch_To_Hai
Kuch Naa Kaho,Drama | Romance,Aishwarya Rai Bachchan | Abhishek Bachchan | Satish Shah | Suhasini Mulay | Jaspal Bhatti | Himani Shivpuri | Tanaaz Currim Irani | Meghna Malik | Razak Khan | Raj Singh Chaudhary | Yusuf Hussain | Dardhana Kashmiri | Mousami Tondwalkar | Kamal Dev,26 August 2003 (India),5.4,A man is coerced by his uncle to get married and assigns this task to his secretary. However the man falls for the secretary herself  who has a dark past.,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Kuchnaakaho.jpg/220px-Kuchnaakaho.jpg,https://en.wikipedia.org/wiki/Kuch_Naa_Kaho
Joggers' Park (film),Comedy | Romance,Victor Banerjee | Perizaad Zorabian | Divya Dutta | Khalid Siddiqui | Hiten Tejwani | Abha Dhulia,12 September 2003 (India),6.2,Jenny is a young  beautiful  vibrant girl and darling to everyone. She flits between glamorous professions  working as an executive in a five-star hotel  and also as a popular model of the ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Joggers%27_Park_%28film%29.jpg/220px-Joggers%27_Park_%28film%29.jpg,https://en.wikipedia.org/wiki/Joggers%27_Park_(film)
Market (2003 film),Drama | Musical,Manisha Koirala | Suman Ranganath | Aryan Vaid | Shweta Menon | Makrand Deshpande | Sayaji Shinde | Govind Namdeo | Anuradha | Shri Vallabh Vyas | Pratima Kazmi | Pankaj Berry | Tony Mirrcandani | Anupam Shyam | Govind Khatri,12 September 2003 (India),3.6,When newly married bride  Neelu  was brought in the brothel by her husband  Appa Rao  on false pretences  Muskaan Bano  a courtesan for several years  also remembered her unfortunate story....                    ,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Market_2003_poster.jpg/220px-Market_2003_poster.jpg,https://en.wikipedia.org/wiki/Market_(2003_film)
Out of Control (2003 film),Comedy | Drama | Romance,Riteish Deshmukh | Brande Roderick | Hrishitaa Bhatt,21 November 2003 (India),3.3,When his work permit expires in New York  Jaswinder Bedi gets married to a bar dancer  Sally Turner  and moves in with her. When he is informed that his Patiala-based father  Jatta Singh ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/Out_of_Control_%282003_film%29.jpg/220px-Out_of_Control_%282003_film%29.jpg,https://en.wikipedia.org/wiki/Out_of_Control_(2003_film)
Mumbai Matinee,Comedy | Romance,Rahul Bose | Perizaad Zorabian | Vijay Raaz | Saurabh Shukla | Anusha Dhandekar | Kaabir | Asrani | Bakul Thakker | Amar Talwar | Sunila Karambelkar | Sanjay Gandhi | Noshirwan Jehangir | Prithvi Zutshi | Shehzad Khan,26 September 2003 (India),5.2,"Debu Chatterjee is in his 30s  and is chided by everyone he knows as a ""virgin"". Tired of being stereotyped in this manner  he confides in Baba Hindustani  and Pyarelal about his ...                    ",https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Mumbai_Matinee_-_Movie_Poster.jpg/220px-Mumbai_Matinee_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Mumbai_Matinee
Matrubhoomi,Drama,Tulip Joshi | Sudhir Pandey | Sushant Singh | Pankaj Jha | Piyush Mishra | Vinamra Pancharia | Mukesh Bhatt | Deepak Kumar Bandhu | Sanjay Kumar | Srivas Naidu | Amin Gazi | Chittaranjan Giri | Farooq Sarkari | Rajesh Jais,8 July 2005 (India),7.7,A disturbing saga about male chauvinism and mistreatment of women in India.,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Matrubhoomi_poster.jpg/220px-Matrubhoomi_poster.jpg,https://en.wikipedia.org/wiki/Matrubhoomi
