title,genres,actors,release_date,imdb_rating,summary,poster_path,wiki_link
I Am (2010 Indian film),Drama,Juhi Chawla | Rahul Bose | Radhika Apte | Nandita Das | Sanjay Suri | Purab Kohli | Shernaz Patel | Abhimanyu Singh | Arjun Mathur | Manisha Koirala | Anurag Basu | Anurag Kashyap | Pooja Gandhi | Manav Kaul,18 September 2010 (USA),6.9,Four traumatic and life-changing stories in various parts of modern secular India.,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Onir%27s_I_am.jpg/220px-Onir%27s_I_am.jpg,https://en.wikipedia.org/wiki/I_Am_(2010_Indian_film)
Naughty @ 40,Comedy | Drama,Govinda | Yuvika Chaudhry | Anupam Kher | Smita Jaykar | Lucia Edwards | Sanjay Mishra | Shakti Kapoor | Harish | Ameet Chana | Gurpreet Ghuggi | Rakesh Bedi | Dimple Bagrey | Sayali Bhagat | Kuldeep Sharma,29 April 2011 (India),2.5,A 40 year old male virgin with sleep-walking problems finds true love after getting married to a naive child-like woman.,https://upload.wikimedia.org/wikipedia/en/1/10/Naughty40.jpg,https://en.wikipedia.org/wiki/Naughty_@_40
Haunted – 3D,Horror | Mystery | Thriller,Mimoh Chakraborty | Tia Bajpai | Achint Kaur | Mohan Kapoor | Sanjay Sharma | Prachee Shah Paandya | Arif Zakaria | Firdosh Mewawala | Sanjeev Sharma | Pradeep Sharma | Banwari Jhol | Premnath Gulati | Sanjeev Thakur | Mukesh Rawal,6 May 2011 (India),6.2,A Realtor encounters two ghostly entities while attempting to sell a mansion.,https://upload.wikimedia.org/wikipedia/en/4/4a/Haunted3D-filmposter.jpg,https://en.wikipedia.org/wiki/Haunted_%E2%80%93_3D
Love U...Mr. Kalakaar!,Drama | Romance,Tusshar Kapoor | Amrita Rao | Ram Kapoor | Madhoo | Kiran Kumar | Yatin Karyekar | Prashant Ranyal | Prem Chopra,13 May 2011 (India),5.4,The only daughter of a wealthy businessman falls in love with a middle-classed underemployed artist.,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Love-u-mr-kalakaar.jpg/220px-Love-u-mr-kalakaar.jpg,https://en.wikipedia.org/wiki/Love_U...Mr._Kalakaar!
Ragini MMS,Drama | Horror | Mystery,Kainaz Motivala | Rajkummar Rao | Rajat Kaul | Janice | Shernaza | Mangala Ahire | Vinod Rawat | Harshraj Shroff | Christy Philips | M. Ravichandran Thevar,13 May 2011 (India),4.9,Out to relax and have fun at a farmhouse  a couple experience horror at the hands of an unknown entity.,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Ragini_MMS_Film_Poster.jpg/220px-Ragini_MMS_Film_Poster.jpg,https://en.wikipedia.org/wiki/Ragini_MMS
Stanley Ka Dabba,Comedy | Drama | Family,Partho A. Gupte | Numaan Sheikh | Abhishek Reddy | Sai Shara Shetty | Monty Sarkar | Leo Crasto | Tijo Thomas | Ganesh Pujari | Walter D'Souza | Divya Dutta | Divya Jagdale | Raj Zutshi | Rahul Singh | Aditya Lakhia,13 May 2011 (India),7.8,A school-teacher  who forces children to share their food with him  forbids one from entering the school until he brings his own Tiffin/Lunch-box.,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Stanley_Ka_Dabba_Poster.jpg/220px-Stanley_Ka_Dabba_Poster.jpg,https://en.wikipedia.org/wiki/Stanley_Ka_Dabba
Shagird (2011 film),Action | Crime | Drama,Nana Patekar | Mohit Ahlawat | Rimi Sen | Anurag Kashyap | Zakir Hussain,13 May 2011 (India),7.0,A rookie cop questions the tactics of his superior  and attempts to track the abductors of his girlfriend.,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Shagird_film.jpg/220px-Shagird_film.jpg,https://en.wikipedia.org/wiki/Shagird_(2011_film)
404 (film),Drama | Mystery | Thriller,Sara Arjun | Rajvvir Aroraa | Aditya Banerjee | Mukesh Bhatt | Amod Burande | Tisca Chopra | Chandra Shekhar Dutta | Nishikant Kamat | Satish Kaushik | Lawrence Postma | Prabhat Raghunandan | Ruchir Raj | Vinod Rawat | Imaaduddin Shah,20 May 2011 (India),7.2,A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/404_Movie_Poster.jpg/220px-404_Movie_Poster.jpg,https://en.wikipedia.org/wiki/404_(film)
Shaitan (film),Action | Crime | Drama,Kalki Koechlin | Shiv Panditt | Gulshan Devaiah | Rajeev Khandelwal | Neil Bhoopalam | Kirti Kulhari | Rajkummar Rao | Rajat Barmecha | Nikhil Chinappa | Shelly Skandrani,10 June 2011 (India),7.2,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Shaitanfilm.jpg/220px-Shaitanfilm.jpg,https://en.wikipedia.org/wiki/Shaitan_(film)
Pyaar Ka Punchnama,Comedy | Drama | Romance,Kartik Aaryan | Raayo S. Bakhirta | Divyendu Sharma | Nushrat Bharucha | Sonnalli Seygall | Ishita Raj,20 May 2011 (India),7.7,After falling in love  three room-mates experience changes in their lives.,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Pyar_Ka_Punchnama.jpg/220px-Pyar_Ka_Punchnama.jpg,https://en.wikipedia.org/wiki/Pyaar_Ka_Punchnama
Bheja Fry 2,Comedy | Drama,Vinay Pathak | Kay Kay Menon | Minissha Lamba | Rukhsar Rehman | Rahul Vohra | Aditi Govitrikar | Suresh Menon | Kishwar Merchant | Amit Behl | Amole Gupte | Virendra Saxena | Rahul Singh | Mantra,17 June 2011 (India),4.7,A tax-evading businessman and an income-tax officer get stranded on an isolated island.,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Bheja-fry-2.jpg/220px-Bheja-fry-2.jpg,https://en.wikipedia.org/wiki/Bheja_Fry_2
Always Kabhi Kabhi,Comedy | Crime | Drama,Lillete Dubey | Satyajeet Dubey | Ali Fazal | Manoj Joshi | Shah Rukh Khan | Akash Khurana | Preeti Kochar | Giselli Monteiro | Zoa Morani | Ashwin Mushran | Navneet Nishan | Vijay Raaz | Satish Shah,17 June 2011 (USA),4.0,A story centered on four students coming of age during a year at their school  St. Marks.,https://upload.wikimedia.org/wikipedia/en/6/65/Alwayskabhikabhi.jpg,https://en.wikipedia.org/wiki/Always_Kabhi_Kabhi
Double Dhamaal,Comedy | Crime | Drama,Sanjay Dutt | Riteish Deshmukh | Arshad Warsi | Javed Jaffrey | Aashish Chaudhary | Mallika Sherawat | Kangana Ranaut | Satish Kaushik | Zakir Hussain,1 July 2011 (USA),3.8,Four slackers decide to avenge their humiliation at the hands of a con-man.,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Double_dhamaal.jpg/220px-Double_dhamaal.jpg,https://en.wikipedia.org/wiki/Double_Dhamaal
Bbuddah... Hoga Terra Baap,Action | Crime | Thriller,Amitabh Bachchan | Hema Malini | Sonu Sood | Sonal Chauhan | Charmy Kaur | Prakash Raj | Makrand Deshpande | Subbaraju | Shawar Ali | Rajeev Verma | Rajeev Mehta | Vishwajeet Pradhan | Atul Parchure | Raveena Tandon,1 July 2011 (USA),5.6,"A quick-tempered  flamboyantly-dressed  retired hit-man returns to India for one last job. Just don't call him ""Buddah""",https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Bbuddah_Poster.jpg/220px-Bbuddah_Poster.jpg,https://en.wikipedia.org/wiki/Bbuddah..._Hoga_Terra_Baap
Delhi Belly (film),Action | Comedy | Crime,Imran Khan | Vir Das | Kunaal Roy Kapur | Shenaz Treasury | Poorna Jagannathan | Kim Bodnia | Paresh Ganatra | Vijay Raaz,1 July 2011 (USA),7.5,Three struggling room-mates unknowingly become potential prey of a ruthless gangster.,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Delhi_belly_poster.jpg/220px-Delhi_belly_poster.jpg,https://en.wikipedia.org/wiki/Delhi_Belly_(film)
Murder 2,Action | Drama | Horror,Emraan Hashmi | Jacqueline Fernandez | Prashant Narayanan | Sulagna Panigrahi | Sudhanshu Pandey | Sandeep Sikand | Amardeep Jha | Bikramjeet Kanwarpal | Shekhar Shukla | Raj Gopal Iyer | Surendra Rajan | Tanay Hemant Ambegowankar | Rasika Dugal | Shashi Kiran,8 July 2011 (India),6.2,An ex-cop is hired by a pimp to find missing call girls and the man responsible behind their abduction.,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Murder_2_Hindi_Movie_Poster.jpg/220px-Murder_2_Hindi_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Murder_2
Chillar Party,Comedy | Drama | Family,Aarav Khanna | Chinmay Chandraunshuh | Divji Handa | Irfan Khan | Naman Jain | Rohan Grover | Sanath Menon | Vedant Desai | Raakesh Maudgal | Visshesh Tiwari | Shriya Sharma | Raju | Ajay Kumar | Sonamoni Jayant Gadekar,8 July 2011 (India),7.4,A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony takes on the big bad world of politics when one of their friend's life is endangered.,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Chillarparty2.jpg/220px-Chillarparty2.jpg,https://en.wikipedia.org/wiki/Chillar_Party
Zindagi Na Milegi Dobara,Comedy | Drama,Hrithik Roshan | Farhan Akhtar | Abhay Deol | Katrina Kaif | Kalki Koechlin | Ariadna Cabrol | Naseeruddin Shah | Deepti Naval | Surpreet Bedi | Anisa Butt | Juan Jose Amador | Aashrita Kamath | Lolo Herrero | Barbara Holzer,15 July 2011 (India),8.1,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Zindagi_Na_Milegi_Dobara.jpg/220px-Zindagi_Na_Milegi_Dobara.jpg,https://en.wikipedia.org/wiki/Zindagi_Na_Milegi_Dobara
Dear Friend Hitler,Drama | History | War,Raghuvir Yadav | Neha Dhupia | Aman Verma | Nassar Abdulla | Avijit Dutt | Lucky Vakharia | Nikita Anand | Nalin Singh,29 July 2011 (India),2.6,Adolf Hitler assists India in it's freedom struggle against the British  while Mohandas Gandhi writes to him to end violence.,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Dear_Friend_Hitler_film_poster.jpg/220px-Dear_Friend_Hitler_film_poster.jpg,https://en.wikipedia.org/wiki/Dear_Friend_Hitler
I Am Kalam,Comedy | Drama | Family,Gulshan Grover | Harsh Mayar | Pitobash | Hussan Saad | Beatrice Ordeix | Namrata Dixit | Sanjay Chauhan | Garima Bharadwaj | Keshav Sharma | Meena Mir | S.D. Chouhan | Biswajeet Bal | Ashok Joshi | Suresh Acharya,5 August 2011 (India),8.0,An impoverished boy forms an unlikely and unstable friendship with the lonely son of a nobleman.,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/I-am-kalam-2.jpg/220px-I-am-kalam-2.jpg,https://en.wikipedia.org/wiki/I_Am_Kalam
Bin Bulaye Baraati,Action | Comedy | Crime,Naushaad Abbas | Rati Agnihotri | Shweta Bhardwaj | Gulshan Grover | Manoj Joshi | Shakti Kapoor | Sweta Keswani | Razak Khan | Priyanka Kothari | Dinesh Lamba | Johnny Lever | Sanjay Mishra | Hemant Pandey | Om Puri,17 June 2011 (India),3.9,Petty robbers on the run from gangsters and police end up in a town where they are mistaken for police officers.,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Bin_Bulaye_Baraati_poster_1.jpg/220px-Bin_Bulaye_Baraati_poster_1.jpg,https://en.wikipedia.org/wiki/Bin_Bulaye_Baraati
Kucch Luv Jaisaa,Drama,Shefali Shah | Om Puri,27 May 2011 (India),4.3,After getting bored with her love less marriage life  a wife decides to get a breathe of fresh air and meets a hit man.,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Kucch_Luv_Jaisaa_Poster.jpg/220px-Kucch_Luv_Jaisaa_Poster.jpg,https://en.wikipedia.org/wiki/Kucch_Luv_Jaisaa
Singham,Action | Drama,Ajay Devgn | Kajal Aggarwal | Prakash Raj | Sonali Kulkarni | Sachin Khedekar | Sudhanshu Pandey,22 July 2011 (India),6.7,A truly honest police officer is transferred to a town controlled by a gangster he has humiliated. The gangster believes he can use good power to bring down this officer who made him look foolish and weak.,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Singham_%282011_Hindi_film%29_Theatrical_poster.jpg/220px-Singham_%282011_Hindi_film%29_Theatrical_poster.jpg,https://en.wikipedia.org/wiki/Singham_(2011_film)
Khap (film),Drama | Thriller,Rahul Jaiswal,29 July 2011 (India),5.8,Human rights workers encounter obstacles while investigating killings in modern secular India.,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Khap_film.jpg/220px-Khap_film.jpg,https://en.wikipedia.org/wiki/Khap_(film)
Bubble Gum (film),Drama,Apoorva Arora | Tanvi Azmi | Delzad Hiwale | Sachin Khedekar | Sohail Lakhani | Virendra Saxena | Suraj Singh,29 July 2011 (India),7.3,A teenager faces interfering parents  a sibling  and a rival for the girl he loves.,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Bubble_Gum_%282011%29.jpg/220px-Bubble_Gum_%282011%29.jpg,https://en.wikipedia.org/wiki/Bubble_Gum_(2011_film)
Phhir,Drama | Mystery | Romance,Rajniesh Duggall | Roshni Chopra | Monica | Adah Sharma | Parag Tyagi,12 August 2011 (USA),5.3,With the help of the police and a psychic  a husband attempts to try and locate his missing wife.,https://upload.wikimedia.org/wikipedia/en/7/70/Phhir_%282011%29.jpg,https://en.wikipedia.org/wiki/Phhir
Aarakshan,Drama,Amitabh Bachchan | Saif Ali Khan | Manoj Bajpayee | Deepika Padukone | Prateik | Tanvi Azmi | Saurabh Shukla | Darshan Jariwala | Yashpal Sharma | Mukesh Tiwari | Rajeev Verma | S.M. Zaheer | Chetan Pandit | Vinay Apte,12 August 2011 (USA),6.2,A decision by India's supreme court tests a man's friendships and loyalty.,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Aarakshan.jpg/220px-Aarakshan.jpg,https://en.wikipedia.org/wiki/Aarakshan
Chatur Singh Two Star,Action | Adventure | Comedy,Sanjay Dutt | Ameesha Patel | Anupam Kher | Satish Kaushik | Shakti Kapoor | Suresh Menon | Rati Agnihotri | Gulshan Grover | Sanjay Mishra | Vishwajeet Pradhan | Murli Sharma | Ganesh Yadav,19 August 2011 (India),1.7,A bumbling police detective and his sidekick attempt to arrest an assassin.,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Chatur_Singh_Two_Star.jpg/220px-Chatur_Singh_Two_Star.jpg,https://en.wikipedia.org/wiki/Chatur_Singh_Two_Star
Bodyguard (2011 Hindi film),Action | Comedy | Romance,Salman Khan | Kareena Kapoor | Raj Babbar | Hazel Keech | Mohammad Faizan | Aditya Pancholi | Mahesh Manjrekar | Chetan Hansraj | Rajat Rawail | Reema Debnath | Vidya Sinha | Asrani | Katrina Kaif | Mohan Kapoor,31 August 2011 (USA),4.6,The daughter of a wealthy nobleman secretly falls in love with her bodyguard.,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Bodyguard_poster.jpg/220px-Bodyguard_poster.jpg,https://en.wikipedia.org/wiki/Bodyguard_(2011_Hindi_film)
Yeh Dooriyan,Drama | Romance,Deepshika Nagpal | Inder Kumar | Delnaaz Irani | Chitrashi Rawat | Kunickaa Sadanand | Achint Kaur | Rajesh Khera | Shishir Sharma | Anita Wahi | Ayub Khan | Baby Vidhir | Master Vivak | Kaishav Arora,26 August 2011 (India),5.1,A divorced businesswoman with two children falls in love with a much younger man.,https://upload.wikimedia.org/wikipedia/en/9/98/Yeh_Dooriyan.jpg,https://en.wikipedia.org/wiki/Yeh_Dooriyan
Not a Love Story (2011 film),Crime | Drama | Thriller,Deepak Dobriyal | Mahie Gill | Zakir Hussain | Darshan Jariwala | Urmila Matondkar | Ajay Gehi | Prabhleen Sandhu | Neil Bhoopalam | Dimple Ghosh,19 August 2011 (India),5.0,An aspiring movie actress and her boyfriend are arrested and charged with Homicide.,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Not-a-love-story.jpg/220px-Not-a-love-story.jpg,https://en.wikipedia.org/wiki/Not_a_Love_Story_(2011_film)
Hum Tum Shabana,Comedy | Crime | Drama,Tusshar Kapoor | Shreyas Talpade | Minissha Lamba | Mantra | Mantra | Narendra Jetley,30 September 2011 (USA),3.7,Two colleagues  who woo the same woman  are abducted by her gangster uncle.,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Hum_tum_shabana.jpg/220px-Hum_tum_shabana.jpg,https://en.wikipedia.org/wiki/Hum_Tum_Shabana
Mummy Punjabi,Comedy | Drama,Kiron Kher | Kanwaljit Singh | Jackie Shroff | Anju Mahendru | Divya Dutta | Viraf Patel | Sachin | Simran Vaid | Urwashi Gandhi | Michael Joseph | Freddy Daruwala | Kashif Khan | Gurdas Maan | Satish Kaushik,31 August 2011 (India),5.5,An eccentric woman's life undergoes many changes as she prepares for the marriage of her children.,https://upload.wikimedia.org/wikipedia/en/4/45/Mummy_punjabi_film_poster.jpg,https://en.wikipedia.org/wiki/Mummy_Punjabi
Mere Brother Ki Dulhan,Comedy | Family | Romance,Imran Khan | Katrina Kaif | Ali Zafar | Tara D'Souza | Parikshat Sahni | Kanwaljit Singh | Mahru Sheikh | Suparna Marwah | Arfeen Khan | Mohammed Zeeshan Ayyub | Tariq Vasudeva | Brijendra Kala | Kusum Talwar | Vijay Mohan,9 September 2011 (USA),5.8,A quirky rom-com where Kush finds the ideal Indian bride Dimple for his brother Luv and a series of comical and unpredictable events follow.,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Mere_Brother_Ki_Dulhan22.jpg/220px-Mere_Brother_Ki_Dulhan22.jpg,https://en.wikipedia.org/wiki/Mere_Brother_Ki_Dulhan
Mausam (2011 film),Drama | Romance | War,Shahid Kapoor | Sonam Kapoor | Anupam Kher | Supriya Pathak | Aditi Sharma | Manoj Pahwa | Vaibhav Talwar,23 September 2011 (USA),4.7,A war  religious conflicts  and misunderstandings create obstacles for a couple of different faiths.,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Mausam_first_look.jpg/220px-Mausam_first_look.jpg,https://en.wikipedia.org/wiki/Mausam_(2011_film)
U R My Jaan,Romance,Mikaal | Preeti Soni | Himani Shivpuri | Anil Dhawan | Rajesh Khera | Aman Verma | Abhilasha Das | Aishwarya Sakhuja | Nathassha Sikka | Vipul Roy | Partha Ray | Narendra Jetley | Sunil Nagar | Neha Gupta,23 September 2011 (USA),6.0,When Akash  a renowned tycoon  obsessed with wealth  meets Reena  a small town Indian girl with big starry dreams  he is confronted with perplexing choices and must make life altering ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/U_R_My_Jaan.jpg/220px-U_R_My_Jaan.jpg,https://en.wikipedia.org/wiki/U_R_My_Jaan
Force (2011 film),Action | Thriller,John Abraham | Genelia D'Souza | Raj Babbar | Mohnish Bahl | Kamlesh Sawant | Ameet Gaurr | Anaitha Nair | Mukesh Rishi | Shashank Shende | Vidyut Jammwal,30 September 2011 (India),6.4,A vengeful drug-dealer/gangster targets and terrorizes an entire police unit and their families.,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Force_Movie_Poster.jpg/220px-Force_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Force_(2011_film)
Saheb Biwi Aur Gangster,Action | Crime | Drama,Jimmy Sheirgill | Mahie Gill | Randeep Hooda | Shreya Narayan | Deepal Shaw | Rajiv Gupta | Deep Raj Rana | Vipin Sharma | Kanika Dang | Sonal Joshi | Mukti Mohan | Sitaram Panchal | Rahul Mittra | Brijendra Kala,23 September 2011 (USA),7.2,Hired to kill a nobleman  the assassin instead falls for the former's unstable wife.,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Saheb_Biwi_Aur_Gangster_Poster.jpg/220px-Saheb_Biwi_Aur_Gangster_Poster.jpg,"https://en.wikipedia.org/wiki/Saheb,_Biwi_Aur_Gangster"
Tere Mere Phere,Comedy | Drama | Romance,Vinay Pathak | Riya Sen | Jagrat Desai | Sasha Goradia | Darshan Jariwala | Sushmita Mukherjee | Anup Jalota | Aniruddha Nair | Kriti Panth | Rohan Shah | Ketan Karande,30 September 2011 (India),5.4,An irate groom-to-be abducts a recently married bickering couple and asks them to take him to his wedding.,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Tere_mere_phere_key_art.jpg/220px-Tere_mere_phere_key_art.jpg,https://en.wikipedia.org/wiki/Tere_Mere_Phere
