title,genres,actors,imdb_rating,year_of_release
Beqasoor,drama,madhubala|ajit|pramila|lala yaqoob|mangla|gope|geeta nizami|ramesh|,6.4,1950
Babul (1950 film),drama,nargis|dilip kumar|amar|a. shah shikarpuri|munawar sultana|h. pahadi|vinod|ismail|jankidas|nawab premi|jugnu|chanda|seema|meher|,7.0,1950
Dastan (1950 film),drama|family|romance,suraiya|raj kapoor|veena|suresh|al nasir|pratima devi|murad|s.n. banerjee|laxman|surendra|shakila|baby anwari|swartha|,6.9,1950
Jogan (film),drama|musical|romance,nargis|dilip kumar|pratima devi|purnima|tabassum|pesi patel|anwari|ramesh thakur|manju|darpan|,7.3,1950
Samadhi (1950 film),drama,ashok kumar|nalini jaywant|kuldip kaur|shyam|mubarak|s.l. puri|badri prasad|david abraham|shashi kapoor|n. kabir|,6.1,1950
Sangram (1950 film),drama,ashok kumar|nalini jaywant|nawab|sajjan|tiwari|hemavathi|s.n. banerjee|kumud tripathi|samson|chaman puri|shashi kapoor|tabassum|ram singh|bose|,6.2,1950
Sargam (1950 film),drama|family,raj kapoor|rehana|om prakash|david abraham|radhakrishan|tabassum|,6.8,1950
Sheesh Mahal (1950 film),drama,sohrab modi|naseem banu|pushpa hans|nigar sultana|mubarak|pran|amarnath|jawahar kaul|a. shah shikarpuri|leela mishra|ghulam mohiuddin|neela devi|sadat ali|,7.0,1950
3 Idiots,comedy|drama,aamir khan|madhavan|sharman joshi|kareena kapoor|boman irani|omi vaidya|mona singh|javed jaffrey|parikshat sahni|olivier lafont|rahul kumar|amardeep jha|farida dadi|mukund bhatt|,8.4,2009
Luck by Chance,drama,farhan akhtar|konkona sen sharma|rishi kapoor|dimple kapadia|isha sharvani|sanjay kapoor|juhi chawla|hrithik roshan|alyy khan|sheeba chaddha|arjun mathur|sid makkar|pankaj kalra|megha narkar|,7.0,2009
Love Aaj Kal,comedy|drama|romance,saif ali khan|deepika padukone|rishi kapoor|rahul khanna|florence brudenell-bruce|giselli monteiro|raj zutshi|nirupama verma|gunjas singh|chandan anand|dhirendra divedi|sanjay gandhi|rajinder sharma nanu|vir das|,6.8,2009
Wanted (2009 film),action|thriller,salman khan|ayesha takia|vinod khanna|govind namdeo|prakash raj|mahesh manjrekar|inder kumar|mahek chahal|manoj pahwa|raju mavani|asseem merchant|sarfaraz khan|sajid ali|susilakar gv|,6.6,2009
Delhi-6,comedy|drama,waheeda rehman|abhishek bachchan|sonam kapoor|rishi kapoor|om puri|prem chopra|atul kulkarni|pavan malhotra|divya dutta|supriya pathak|tanvi azmi|vijay raaz|deepak dobriyal|raghuvir yadav|,6.0,2009
Raaz: The Mystery Continues,horror|mystery|romance,kangana ranaut|adhyayan suman|emraan hashmi|,5.6,2009
Aasma: The Sky Is the Limit,drama,hrishitaa bhatt|seema biswas|nauheed cyrusi|mansi dovhal|ravi gossain|khushboo grewal|hamid khan|mushtaq khan|muzahid khan|sachin khedekar|aditya lakhia|sunil rege|joy sengupta|shubh|,3.8,2009
Ajab Prem Ki Ghazab Kahani,action|comedy|romance,ranbir kapoor|katrina kaif|darshan jariwala|smita jaykar|zakir hussain|upen patel|,6.3,2009
Chal Chala Chal,action|comedy|crime,asrani|asif basra|govinda|manoj joshi|razak khan|amita nangia|om puri|virendra saxena|reema sen|murli sharma|upasna singh|,4.6,2009
Billu,comedy|drama,irrfan khan|lara dutta|om puri|asrani|rajpal yadav|manoj joshi|jagadish|rasika joshi|mitali mayekar|pratik dalvi|kareena kapoor|deepika padukone|shah rukh khan|shankar sachdev|,6.1,2009
The Stoneman Murders,crime|drama|mystery,kay kay menon|arbaaz khan|rukhsar rehman|virendra saxena|,7.4,2009
Kisse Pyaar Karoon,action|comedy|crime,arshad warsi|aashish chaudhary|yash tonk|udita goswami|aarti chhabria|shweta menon|ashish vidyarthi|shakti kapoor|vindu dara singh|adi irani|jeetu verma|shashi kiran|arun verma|brahma bagwan|,3.3,2009
Dhoondte Reh Jaaoge,comedy|drama,paresh rawal|kunal khemu|sonu sood|soha ali khan|johnny lever|dilip joshi|asrani|malay chakrabarty|razak khan|deepal shaw|hrishitaa bhatt|pravin mayak|jaydeep shah|manoj shah|,5.6,2009
Karma Aur Holi,drama,rati agnihotri|armin amiri|kulraaj anand|farah bala|lisa branch|naomi campbell|vikram chatwal|vincent curatola|drena de niro|sticky fingaz|claire fricke|rupak ginn|randeep hooda|suchitra krishnamoorthi|,3.0,2009
Victory (2009 film),drama|sport,harman baweja|allan border|mike hussey|simon jones|brett lee|tony greig|sajid mahmood|dmitri mascerhanes|waqar younis|gulshan grover|brad hogg|michael slater|amrita rao|dalip tahil|,3.7,2009
Kaminey,action|crime|drama,shahid kapoor|priyanka chopra|deb mukherjee|shivkumar subramaniam|chandan roy sanyal|tenzing nima|hrishikesh joshi|rajatabha dutta|harish khanna|carlos paca|eric santos|amole gupte|sagar|samrat|,7.4,2009
Jai Veeru,action|adventure|crime,fardeen khan|kunal khemu|dia mirza|anjana sukhani|,3.5,2009
Little Zizou,drama|family,john abraham|sohrab ardeshir|iyanah bativala|jahan bativala|cyrus broacha|kurush deboo|tknow francorsi|boman irani|khurshed lawyer|mahabanoo mody-kotwal|dilshad patel|shernaz patel|imaaduddin shah|faiyaz shaikh|,6.7,2008
Gulaal (film),crime|drama|thriller,kay kay menon|raj singh chaudhary|jesse randhawa|deepak dobriyal|ayesha mohan|mahie gill|piyush mishra|abhimanyu singh|aditya srivastava|mukesh bhatt|pankaj jha|savi sidhu|,8.1,2009
Aloo Chaat (film),comedy|drama|romance,aftab shivdasani|aamna sharif|linda arsenio|sanjay mishra|manoj pahwa|kulbhushan kharbanda|dolly ahluwalia|meenakshi|chandan anand|lalit parashar|,5.8,2009
Barah Aana,comedy|crime|drama,naseeruddin shah|vijay raaz|arjun mathur|violante placido|tannishtha chatterjee|jayati bhatia|mahabanoo mody-kotwal|,6.8,2009
Firaaq,drama|history,inaamulhaq|nassar|shahana goswami|nawazuddin siddiqui|paresh rawal|honey chhaya|deepti naval|dilip joshi|kavan antani|naseeruddin shah|raghuvir yadav|sanjay suri|tisca chopra|suchita trivedi|,7.4,2008
Aa Dekhen Zara,action|sci-fi|thriller,neil nitin mukesh|,5.0,2009
99 (2009 film),comedy|crime|drama,kunal khemu|boman irani|soha ali khan|cyrus broacha|simone singh|mahesh manjrekar|amit mistry|vinod khanna|sudesh berry|raja kapse|rajesh kumar singh|,7.3,2009
Ek: The Power of One,action|drama|thriller,bobby deol|shriya saran|kulbhushan kharbanda|sachin khedekar|sanjay mishra|chunky pandey|nana patekar|jackie shroff|raghuvir yadav|,4.8,2009
Ek Se Bure Do,action|comedy|crime,anita|lankesh bhardwaj|snehal dabi|jagdeep|razak khan|govind namdeo|brinda parekh|vijay raaz|anita hassanandani reddy|virendra saxena|yashpal sharma|tusha|arshad warsi|,4.2,2009
Sikandar (2009 film),crime|drama|mystery,parzaan dastur|ayesha kapoor|sanjay suri|madhavan|,6.4,2009
Zor Lagaa Ke...Haiya!,comedy|drama|family,meghan jadhav|mithun chakraborty|riya sen|seema biswas|raj zutshi|sachin khedekar|gulshan grover|ashwin chitale|ayesha kaduskar|mahesh manjrekar|ritvik tyagi|hardik thakkar|,6.4,2009
Paying Guests,comedy|drama,shreyas talpade|javed jaffrey|aashish chaudhary|vatsal sheth|johnny lever|delnaaz irani|sayali bhagat|neha dhupia|celina jaitly|riya sen|asrani|paintal|viju khote|chunky pandey|,4.2,2009
New York (2009 film),crime|drama|thriller,john abraham|katrina kaif|neil nitin mukesh|irrfan khan|nawazuddin siddiqui|ali quli mirza|,6.8,2009
Sankat City,comedy|crime|drama,kay kay menon|rimi sen|anupam kher|chunky pandey|manoj pahwa|dilip prabhavalkar|yashpal sharma|hemant pandey|sanjay mishra|rahul dev|virendra saxena|shri vallabh vyas|gurpal singh|kurush deboo|,6.2,2009
Shortkut,comedy|drama,sanjay dutt|anil kapoor|akshaye khanna|amrita rao|chunky pandey|arshad warsi|simi garewal|neeraj vora|abbas alibhai burmawalla|amita nangia|tiku talsania|mushtaq khan|mastan alibhai burmawalla|charlie|,3.4,2009
Luck (2009 film),action|adventure|drama,mithun chakraborty|sanjay dutt|imran khan|ravi kishan|chitrashi rawat|shruti haasan|snita mehay|danny denzongpa|rati agnihotri|rupa ganguly|srinivasa rao kota|,4.8,2009
Life Partner,comedy|drama|romance,govinda|fardeen khan|tusshar kapoor|genelia d'souza|prachi desai|anupam kher|amrita rao|,5.2,2009
Daddy Cool (2009 Hindi film),comedy|drama,sunil shetty|aarti chhabria|aashish chaudhary|kim sharma|aftab shivdasani|tulip joshi|javed jaffrey|sophiya chaudhary|prem chopra|rajpal yadav|suhasini mulay|vijay patkar|nassar abdulla|yusuf hussain|,3.9,2009
Kisaan,action|crime|drama,jackie shroff|sohail khan|arbaaz khan|nauheed cyrusi|dia mirza|sharat saxena|vishwajeet pradhan|dalip tahil|sarfaraz khan|dwij yadav|,5.4,2009
Yeh Mera India,crime|drama|thriller,anupam kher|atul kulkarni|milind gunaji|aakash pandey|parvin dabas|perizaad zorabian|rajit kapoor|purab kohli|rajpal yadav|sarika|sayaji shinde|seema biswas|smiley suri|vijay raaz|,7.8,2008
Aagey Se Right,comedy|crime|drama,shreyas talpade|mahie gill|karan veer mehra|kay kay menon|shiv panditt|shenaz treasury|,5.1,2009
Chintu Ji,comedy|drama,rishi kapoor|priyanshu chatterjee|kulraj randhawa|saurabh shukla|grusha kapoor|,5.8,2009
Quick Gun Murugun,action|comedy|drama,rajendra prasad|nassar|rambha|raju sundaram|vinay pathak|ashwin mushran|sandhya mridul|ranvir shorey|,5.9,2009
Fox (film),crime|drama|mystery,arjun rampal|sunny deol|udita goswami|sagarika ghatge|vipul gupta|,5.2,2009
Baabarr,action|crime|drama,mithun chakraborty|om puri|sohum shah|urvashi sharma|kasish khan|sushant singh|shakti kapoor|tinnu anand|mukesh tiwari|govind namdeo|vivek shauq|vishwajeet pradhan|kannaan arun iyer|pratima kazmi|,5.2,2009
Phir Kabhi,drama|romance,mithun chakraborty|dimple kapadia|kaivalya chheda|gulshan grover|surendra rajan|rimoh chakraborty|rati agnihotri|,6.9,2008
Vaada Raha,drama,bobby deol|dwij yadav|kangana ranaut|mohnish bahl|,5.4,2009
Dil Bole Hadippa!,comedy|drama|sport,shahid kapoor|rani mukerji|anupam kher|dalip tahil|rakhi sawant|sherlyn chopra|shri vallabh vyas|vrajesh hirjee|poonam dhillon|shonali nagrani|karan veer|bobby bedii|vickeey ahhuja|sherry rekhi|,4.5,2009
What's Your Raashee?,comedy|drama|romance,harman baweja|priyanka chopra|anjan srivastav|manju singh|dilip joshi|ajeeta kulkarni|vishwa mohan badola|darshan jariwala|bhairavi|geeta tyagi|rajesh vivek|yuri suri|daya shankar pandey|marcell dsouza|,4.6,2009
Acid Factory,action|crime|mystery,fardeen khan|dia mirza|manoj bajpayee|aftab shivdasani|dino morea|danny denzongpa|gulshan grover|irrfan khan|,5.0,2009
All the Best: Fun Begins,action|comedy|drama,sanjay dutt|ajay devgn|fardeen khan|bipasha basu|mugdha godse|ashwini kalsekar|mukesh tiwari|johnny lever|asrani|,6.1,2009
Wake Up Sid,comedy|drama|romance,ranbir kapoor|konkona sen sharma|supriya pathak|anupam kher|rahul khanna|kashmira shah|namit das|shikha talsania|shruti bapna|krutika bolaki|mohsin ali khan|munir kabani|atisha naik|rahul pendkalkar|,7.6,2009
Main Aurr Mrs Khanna,comedy|drama|romance,salman khan|kareena kapoor|sohail khan|preity zinta|bappi lahiri|yash tonk|nauheed cyrusi|mahek chahal|,3.6,2009
Blue (2009 film),action|adventure|thriller,akshay kumar|sanjay dutt|lara dutta|zayed khan|rahul dev|,3.7,2009
Fruit and Nut (film),comedy|crime|drama,atmaram bhende|cyrus broacha|anisha hinduja|boman irani|rajit kapoor|suhaas khandke|mahesh manjrekar|anil mhatre|dia mirza|shaiju nambiadath|kishore nandlaskar|sachin nayak|bachan pachehra|vijay patkar|,3.0,2009
Aladin (film),action|adventure|fantasy,amitabh bachchan|sanjay dutt|riteish deshmukh|jacqueline fernandez|sahil khan|,4.6,2009
London Dreams,drama|music,salman khan|ajay devgn|asin|varun sharma|om puri|aditya roy kapoor|paul gregory|manoj pahwa|alyona khmara|chris wilson|lee nicholas harris|brinda parekh|goldy notay|rannvijay singh|,5.4,2009
Jail (2009 film),drama,manoj bajpayee|neil nitin mukesh|atul kulkarni|mugdha godse|arya babbar|rahul singh|nassar abdulla|navni parihar|mukesh tyagi|mahendra shrivas|g.k. desai|kaveri jha|sandeep mehta|chetan pandit|,6.2,2009
Tum Mile,drama|romance,emraan hashmi|soha ali khan|mantra|prerna chawla|akshat r saluja|,4.9,2009
Kurbaan (2009 film),action|crime|drama,lewis tan|kareena kapoor|saif ali khan|om puri|vivek oberoi|dia mirza|kulbhushan kharbanda|shishir sharma|nauheed cyrusi|kiron kher|damien colletti|brian matthews|robert miller|rosa leger|,5.7,2009
De Dana Dan,comedy|crime,akshay kumar|sunil shetty|katrina kaif|sameera reddy|paresh rawal|manoj joshi|johnny lever|rajpal yadav|tinnu anand|aditi govitrikar|vikram gokhale|supriya karnik|asrani|neha dhupia|,5.3,2009
Paa (film),comedy|drama,amitabh bachchan|abhishek bachchan|vidya balan|paresh rawal|arundathi nag|,7.2,2009
Rocket Singh: Salesman of the Year,comedy|drama,ranbir kapoor|prem chopra|mukesh bhatt|d. santosh|naveen kaushik|gauhar khan|manish chaudhary|shazahn padamsee|,7.5,2009
Raat Gayi Baat Gayi?,comedy|drama,aamir bashir|anil chaudhary|makrand deshpande|neha dhupia|masoom gandhi|iravati harshe|brijendra kala|rajat kapoor|shikha markana|anu menon|sudhir mishra|tarini mishra|navneet nishan|vinay pathak|,6.3,2009
Accident on Hill Road,crime|drama|thriller,farooq shaikh|celina jaitly|abhimanyu singh|rukhsar rehman|shammi|shubha khote|dadhi raj|priya ahuja|manmeet singh|,3.9,2010
Chandni Chowk to China,action|comedy,mithun chakraborty|akshay kumar|deepika padukone|ranvir shorey|roger yuan|chia-hui liu|tang tang fei|conan stevens|kevin wu|chang en lu|jun li|jek|gauravv k. chawla|ina vohra|,4.0,2009
Dostana (2008 film),comedy|drama|romance,abhishek bachchan|john abraham|priyanka chopra|kiron kher|bobby deol|boman irani|sushmita mukherjee|eduardo m. freyre|,6.5,2008
Race (2008 film),action|crime|drama,saif ali khan|akshaye khanna|bipasha basu|katrina kaif|anil kapoor|sameera reddy|,6.6,2008
Rab Ne Bana Di Jodi,comedy|drama|music,shah rukh khan|anushka sharma|vinay pathak|m.k. raina|manmeet singh|kajol|rani mukerji|preity zinta|bipasha basu|lara dutta|,7.1,2008
Ghajini (2008 film),action|drama|mystery,aamir khan|asin|jiah khan|tinnu anand|pradeep singh rawat|,7.3,2008
Singh Is Kinng,action|comedy|crime,akshay kumar|katrina kaif|om puri|kiron kher|ranvir shorey|javed jaffrey|neha dhupia|yashpal sharma|manoj pahwa|kamal chopra|sudhanshu pandey|sonu sood|vivica mitra|gurpreet ghuggi|,5.7,2008
Golmaal Returns,comedy|crime,ajay devgn|kareena kapoor|arshad warsi|tusshar kapoor|shreyas talpade|celina jaitly|amrita arora|ashwini kalsekar|murli sharma|vikas kadam|mukesh tiwari|,5.1,2008
Jodhaa Akbar,action|drama|history,hrithik roshan|aishwarya rai bachchan|sonu sood|poonam sinha|suhasini mulay|ila arun|raza murad|kulbhushan kharbanda|surendra pal|rajesh vivek|pramod moutho|vishwa mohan badola|manava naik|disha vakani|,7.6,2008
Bachna Ae Haseeno,comedy|drama|romance,ranbir kapoor|deepika padukone|bipasha basu|minissha lamba|kunal kapoor|hiten paintal|puneet issar|,6.2,2008
Bhoothnath,comedy|drama|family,amitabh bachchan|juhi chawla|satish shah|rajpal yadav|priyanshu chatterjee|aman siddiqui|shah rukh khan|nina kulkarni|delnaaz irani|aashish chaudhary|nauheed cyrusi|shaana levy|,6.3,2008
Sarkar Raj,crime|drama,amitabh bachchan|abhishek bachchan|aishwarya rai bachchan|ravi kale|govind namdeo|victor banerjee|dilip prabhavalkar|rajesh shringarpore|supriya pathak|tanishaa mukerji|upendra limaye|,6.8,2008
Halla Bol,crime|drama,ajay devgn|vidya balan|pankaj kapur|darshan jariwala|abhay bhargav|shiva natrajan|anjan srivastav|sulabha arya|iqbal dosani|deepak pandit|sitaram panchal|sanjay mishra|anupam shyam|viju khote|,6.1,2008
Humne Jeena Seekh Liya,drama,omkar bhatkar|siddharth chandekar|gaurav chopra|mrunmayi deshpande|milind gunaji|reema lagoo|rekha rao|pratik shelar|rutuja shinde|rajsingh verma|shri vallabh vyas|,7.0,2007
Bombay to Bangkok,comedy|crime|romance,shreyas talpade|lena christensen|vijay maurya|manmeet singh|naseeruddin shah|,4.6,2008
Tulsi (film),drama,manisha koirala|irrfan khan|,6.2,2008
Sunday (2008 film),action|comedy|mystery,ajay devgn|ayesha takia|arshad warsi|irrfan khan|leena sidhu|,5.3,2008
One Two Three,comedy|crime,tusshar kapoor|sunil shetty|paresh rawal|esha deol|neetu chandra|sameera reddy|upen patel|tanishaa mukerji|mukesh tiwari|sanjay mishra|vrajesh hirjee|manoj pahwa|murli sharma|ashwin mushran|,5.2,2008
Krazzy 4,comedy|crime|drama,juhi chawla|irrfan khan|arshad warsi|rajpal yadav|suresh menon|dia mirza|rajat kapoor|,4.2,2008
U Me Aur Hum,drama|romance,ajay devgn|kajol|sumeet raghvan|divya dutta|isha sharvani|karan khanna|aditya rajput|anita wahi|hazel croney|aumckar|,5.9,2008
Sirf (film),drama,kay kay menon|manisha koirala|ranvir shorey|sonali kulkarni|parvin dabas|rituparna sengupta|ankur khanna|nauheed cyrusi|,6.0,2008
Tashan (film),action|drama|romance,akshay kumar|saif ali khan|kareena kapoor|anil kapoor|,3.8,2008
Anamika (2008 film),drama|romance|thriller,dino morea|minissha lamba|koena mitra|gulshan grover|achint kaur|prithvi zutshi|vishwajeet pradhan|jatin grewal|,3.3,2008
Jimmy (2008 film),action|crime|drama,mimoh chakraborty|,1.5,2008
Jannat (film),crime|drama|romance,emraan hashmi|sonal chauhan|,6.9,2008
Don Muthu Swami,comedy|drama,mithun chakraborty|,4.9,2008
Woodstock Villa,drama|mystery|thriller,sikander kher|neha oberoi|arbaaz khan|gulshan grover|shakti kapoor|sachin khedekar|sanjay dutt|gaurav gera|daya shankar pandey|harry singh|yogendra|mohit chavan|,3.4,2008
Mere Baap Pehle Aap,comedy|drama|romance,paresh rawal|akshaye khanna|genelia d'souza|om puri|archana puran singh|rajpal yadav|manoj joshi|naseeruddin shah|arzoo govitrikar|,5.3,2008
Summer 2007,crime|drama|thriller,ahraz ahmed|punit aneja|arjan bajwa|neetu chandra|pradeep chaudhry|yuvika chaudhry|rasika dugal|divya dutta|dinkar gavande|priyanka ghose|vikram gokhale|abir goswami|smita hai|hridaynath jadhav|,6.4,2008
De Taali,comedy|drama|romance,aftab shivdasani|ayesha takia|riteish deshmukh|rimi sen|,4.0,2008
Haal-e-Dil,drama|romance,amita pathak|nakuul mehta|adhyayan suman|,3.4,2008
Thodi Life Thoda Magic,drama,saahil chadha|arbaaz khan|daya shankar pandey|achyut potdar|anita raj|parmeet sethi|jackie shroff|,4.2,2008
Thoda Pyaar Thoda Magic,comedy|drama|family,saif ali khan|rani mukerji|rishi kapoor|akshat chopra|shriya sharma|rachit sidana|ayushi burman|ameesha patel|sharat saxena|mahesh thakur|razak khan|taraana raja|yash belani|jyoti gauba|,4.9,2008
Via Darjeeling,drama|mystery|thriller,kay kay menon|sonali kulkarni|parvin dabas|vinay pathak|rajat kapoor|sandhya mridul|simone singh|prashant narayanan|arindam sil|prabuddha banerjee|rupam islam|varsha krishnani|rahul mishra|sweety singh|,5.5,2008
Kismat Konnection,comedy|drama|romance,shahid kapoor|vidya balan|vishal malhotra|om puri|himani shivpuri|haidar ali|shehnaz anand|juhi chawla|karanvir bohra|amit varma|dimple sharma|,5.2,2008
Love Story 2050,action|adventure|drama,harman baweja|priyanka chopra|boman irani|archana puran singh|,2.6,2008
Contract (2008 film),action|crime|drama,adhvik mahajan|sakshi gulati|amruta khanvilkar|,4.2,2008
Mission Istaanbul,action|adventure|drama,vivek oberoi|zayed khan|shriya saran|shabbir ahluwalia|nikitin dheer|sunil shetty|shweta bhardwaj|,3.4,2008
Money Hai Toh Honey Hai,comedy|drama,govinda|manoj bajpayee|aftab shivdasani|upen patel|celina jaitly|hansika motwani|ravi kishan|prem chopra|kim sharma|archana puran singh|sophiya chaudhary|shruti sharma|esha deol|,2.8,2008
God Tussi Great Ho,comedy|drama|fantasy,amitabh bachchan|salman khan|priyanka chopra|anupam kher|beena kak|rukhsar rehman|,3.6,2008
Mumbai Meri Jaan,drama,paresh rawal|kay kay menon|irrfan khan|madhavan|soha ali khan|sachin pathak|santosh juvekar|kavin dave|syed rizwan ahmed|rajesh bhosle|saksham dayma|aakash|jeetendra rai|sameer dharmadhikari|,7.7,2008
Maan Gaye Mughal-e-Azam,comedy|crime|drama,mallika sherawat|rahul bose|paresh rawal|kay kay menon|,3.1,2008
Rock On!!,drama|music,arjun rampal|farhan akhtar|luke kenny|purab kohli|prachi desai|shahana goswami|koel purie|nicolette bird|sai gundewar|,7.8,2008
C Kkompany,comedy|drama|thriller,tusshar kapoor|anupam kher|rajpal yadav|raima sen|mithun chakraborty|,5.4,2008
Chamku,action|crime|thriller,bobby deol|priyanka chopra|irrfan khan|akhilendra mishra|deepal shaw|ninad kamat|danny denzongpa|riteish deshmukh|rajpal yadav|arya babbar|mukesh bhatt|sulabha arya|saifee|rosa catalano|,4.0,2008
Mukhbiir,crime|drama|mystery,sammir dattani|rahul dev|om puri|alok nath|kelly dorji|sushant singh|raj zutshi|raima sen|supriya karnik|beneka|,6.9,2008
Tahaan,drama,victor banerjee|purav bhandare|rahul bose|ankush dubey|rasika dugal|rahul khanna|anupam kher|fatima sana shaikh|,7.1,2008
1920 (film),horror|mystery|romance,rajniesh duggall|adah sharma|anjori alagh|raj zutshi|vipin sharma|amin hajee|,6.4,2008
The Last Lear,drama,amitabh bachchan|preity zinta|arjun rampal|shefali shah|jishu sengupta|divya dutta|shahbaaz khan|sudip mukherjee|prasenjit chatterjee|,7.0,2007
Welcome to Sajjanpur,comedy|drama,shreyas talpade|amrita rao|ravi kishan|ila arun|rajeshwari sachdev|divya dutta|yashpal sharma|ravi jhankal|lalit mohan tiwari|shri vallabh vyas|masood akhtar|daya shankar pandey|satish sharma|mangala kenkre|,6.9,2008
Saas Bahu Aur Sensex,comedy|drama,kiron kher|farooq shaikh|ankur khanna|masumeh makhija|lillete dubey|tanushree dutta|sharon prabhakar|shehnaz anand|mukta barve|divyatta singh|seema azmi|anoushka anand|farid currim|chirjot singh kohli|,5.2,2008
Hari Puttar: A Comedy of Terrors,comedy|drama|family,jackie shroff|sarika|saurabh shukla|vijay raaz|lillete dubey|swini khara|ansa bhatt|aditya kapadia|khurshed lawyer|manish c. pandya|manmeet singh|maya fauljana|max epstein|mohan chopra|,1.9,2008
Drona (2008 film),action|adventure|fantasy,jayshree arora|veer arya|abhishek bachchan|jaya bachchan|priyanka chopra|tatána fischerová|gaurav gupta|vinay jain|karan veer mehra|kay kay menon|akhilendra mishra|navneet nishan|,2.0,2008
Hello (2008 film),drama|romance,sharman joshi|amrita arora|sohail khan|isha koppikar|katrina kaif|arbaaz khan|salman khan|gul panag|,3.3,2008
Karzzzz,action|drama|musical,himesh reshammiya|urmila matondkar|shweta kumar|dino morea|raj babbar|danny denzongpa|gulshan grover|rohini hattangadi|,2.1,2008
Heroes (2008 film),action|adventure|comedy,sohail khan|vatsal sheth|amrita arora|riya sen|mohnish bahl|preity zinta|salman khan|dwij yadav|bobby deol|sunny deol|hrishitaa bhatt|dino morea|prateeksha lonkar|mithun chakraborty|,5.6,2008
Roadside Romeo,adventure|animation|comedy,saif ali khan|kareena kapoor|javed jaffrey|vrajesh hirjee|tanaaz currim irani|suresh menon|kiku sharda|,5.2,2008
Ek Vivaah... Aisa Bhi,drama|romance,isha koppikar|sonu sood|,5.3,2008
Deshdrohi,action|thriller,kamal rashid khan|gracy singh|hrishitaa bhatt|zulfi sayed|manoj tiwari|aman verma|mukesh tiwari|ranjeet|avtar gill|rozza catalona|kim sharma|,1.5,2008
Fashion (2008 film),drama,priyanka chopra|kangana ranaut|mugdha godse|arbaaz khan|arjan bajwa|raj babbar|kiran juneja|samir soni|kitu gidwani|suchitra pillai|harsh chhaya|ashwin mushran|pradeep kharab|rinku patel|,6.9,2008
Dasvidaniya,comedy|drama,vinay pathak|sarita joshi|rajat kapoor|saurabh shukla|neha dhupia|joy fernandes|manoylo svitlana|gaurav gera|suchitra pillai|purbi joshi|brijendra kala|ikhlaq khan|sachin khurana|chandan bisht|,7.8,2008
Yuvvraaj,comedy|drama|romance,salman khan|anil kapoor|zayed khan|mithun chakraborty|katrina kaif|boman irani|bhupinder singh|aushima sawhney|sulabha arya|aimee maghera|jaqueline garewal|shyam mashalkar|anjan srivastav|aparna kumar|,4.1,2008
Oye Lucky! Lucky Oye!,comedy|crime|drama,abhay deol|paresh rawal|neetu chandra|archana puran singh|manu rishi chadha|richa chadha|manjot singh|anurag arora|amandeep singh bakshi|rajendra sethi|rajeev ailabadi|nutan surya|gurmeet singh|ramandeep|,7.7,2008
Oh My God (2008 film),comedy|drama,vinay pathak|saurabh shukla|divya dutta|harsh chhaya|gaurav gera|pubali sanyal|,5.4,2008
Sorry Bhai!,comedy|drama|romance,shabana azmi|boman irani|sanjay suri|sharman joshi|chitrangda singh|payal nair|priyanka bose|adrian|gaurav|hirak thakar|helen|,6.1,2008
1971 (2007 film),action|drama|war,manoj bajpayee|ravi kishan|deepak dobriyal|,7.9,2007
Meerabai Not Out,comedy|drama|romance,anupam kher|mahesh manjrekar|mandira bedi|eijaz khan|vandana gupte|prateeksha lonkar|anil kumble|,4.0,2008
Wafa: A Deadly Love Story,drama|mystery|romance,rajesh khanna|shahib chopra|laila khan|ahad khan|diya hayat|tinnu anand|kainaz|sudesh berry|,3.9,2008
Gumnaam – The Mystery,crime|mystery|romance,dino morea|mahima chaudhry|suman ranganath|arun bali|razak khan|arvind vaidya|himayat ali|bob brahmbhatt|syed shah|govind namdeo|madan jain|nikhil verma|,3.7,2008
Dil Kabaddi,comedy|drama,irrfan khan|rahul bose|rahul khanna|konkona sen sharma|soha ali khan|payal rohatgi|shivani tanksale|,5.8,2008
Aag (2007 film),action|adventure|comedy,amitabh bachchan|mohanlal|ajay devgn|vinod jaywant|prashant raj|priyanka kothari|sushmita sen|sushant singh|rajpal yadav|gaurav kapoor|urmila matondkar|suchitra krishnamoorthi|sachin|jeeva|,1.7,2007
Aap Kaa Surroor,drama|romance|thriller,himesh reshammiya|hansika motwani|mallika sherawat|shravan rathod|darshan jariwala|gurbani|raj babbar|sachin khedekar|,2.1,2007
Aggar (film),romance|thriller,tusshar kapoor|udita goswami|shreyas talpade|,4.0,2007
Anwar (2007 film),drama|romance|thriller,nauheed cyrusi|kashish duggal|pankaj jha|manisha koirala|siddharth koirala|sanjay mishra|sudhir pandey|vijay raaz|yashpal sharma|naval shukla|sharat sonu|hiten tejwani|lalit tiwari|rajpal yadav|,6.7,2007
Aaja Nachle,drama|family|music,madhuri dixit|darshan jariwala|raghuvir yadav|divya dutta|dalai|felix d'alviella|vinod nagpal|uttara baokar|akshaye khanna|irrfan khan|akhilendra mishra|kunal kapoor|konkona sen sharma|ranvir shorey|,6.3,2007
Apne,drama|sport,dharmendra|sunny deol|bobby deol|shilpa shetty kundra|katrina kaif|kiron kher|victor banerjee|javed sheikh|aryan vaid|,6.0,2007
Awarapan,action|drama|romance,emraan hashmi|mrinalini sharma|ashish vidyarthi|ashutosh rana|,7.2,2007
