title,genres,actors,imdb_rating,year_of_release
Zindagi Ek Juaa,action,anil kapoor|madhuri dixit|shakti kapoor|suresh oberoi|anupam kher|amrish puri|mangal dhillon|sagar salunke|anant jog|swapna|vikas anand|dhawal kelkar|bharat kapoor|g.p. singh|,5.4,1992
Adharm (1992 film),action|crime|drama,shatrughan sinha|shabana azmi|sanjay dutt|anita raj|shakti kapoor|kiran kumar|paresh rawal|gulshan grover|,5.2,1992
Police Officer (film),action,todd howard|jackie shroff|karisma kapoor|aruna irani|paresh rawal|gulshan grover|sadashiv amrapurkar|,3.0,1992
Humlaa,action|drama,ashok kumar|dharmendra|anil kapoor|kimi katkar|meenakshi sheshadri|anupam kher|shafi inamdar|om shivpuri|ashalata wabgaonkar|mukesh rishi|johnny lever|sulabha deshpande|sudhir|mac mohan|,4.9,1992
Prem Deewane,action|adventure|drama,pooja bhatt|bharat bhushan|kamal chopra|prem chopra|madhuri dixit|saroj khan|jairam kulkarni|reema lagoo|vivek mushran|paintal|surinder rahi|sachin|ashok saraf|jackie shroff|,5.3,1992
Tyagi (film),drama,jaya prada|himalaya|bhagyashree|gulshan grover|shakti kapoor|kader khan|sujata mehta|,5.1,1992
Laat Saab,action|crime|drama,ishrat ali|asrani|sharokh bharucha|brij gopal|a.k. hangal|saeed jaffrey|t.p. jain|bharat kapoor|mohsin khan|baby kim|neelam kothari|rami reddy|sushma seth|jackie shroff|,3.6,1992
Kasak (1992 film),drama|romance,aparajita|asrani|laxmikant berde|jack gaud|aruna irani|rishi kapoor|satyendra kapoor|kader khan|neelam kothari|jaya mathur|chunky pandey|,5.3,1992
Mr. Bond,action|adventure|thriller,akshay kumar|sheeba|saathi ganguly|dolly mattoo|poonam dasgupta|ruchika panday|manjeet kular|pankaj dheer|ram mohan|subbiraj|bob christo|shashi kiran|mac mohan|,4.5,1992
Saatwan Aasman,drama,vivek mushran|pooja bhatt|avtar gill|tanvi azmi|tej sapru|shekhar kapur|mushtaq khan|manmauji|amrit patel|manju mishra|rubina|shammi|madhu kambikar|banjara|,5.5,1992
Jaan Se Pyaara,action|crime|drama,govinda|divya bharti|aruna irani|raza murad|kiran kumar|suresh chatwal|rajendra gupta|nazir shaikh|harish vasan|piloo j. wadia|farheen|chandni|harish magon|dinesh hingoo|,6.1,1992
Mashooq (film),drama|romance,ayub khan|ayesha jhulka|kiran kumar|beena banerjee|raza murad|sunil shroff|samad khan|vishwa|kumar jeet|tabu|,5.4,1992
Zulm Ki Hukumat,action|crime|drama,dharmendra|moushumi chatterjee|govinda|kimi katkar|shakti kapoor|paresh rawal|archana puran singh|rumi jaffery|amita nangia|neena gupta|raza murad|om shivpuri|imtiaz khan|sharat saxena|,5.5,1992
Chamatkar,comedy|drama|fantasy,naseeruddin shah|shah rukh khan|urmila matondkar|malvika tiwari|shammi kapoor|deven verma|tinnu anand|anjana mumtaz|anjan srivastav|rakesh bedi|johnny lever|arun bakshi|suhash kulkarni|guddi maruti|,6.6,1992
Jo Jeeta Wohi Sikandar,comedy|drama|romance,aamir khan|ayesha jhulka|deepak tijori|pooja bedi|kulbhushan kharbanda|mamik singh|kiran zaveri|ahmed khan|ravindra kapoor|deb mukherjee|aditya lakhia|deven bhojani|miki khan|prakash|,8.2,1992
Nishchaiy,action|drama|romance,vinod khanna|salman khan|karisma kapoor|sonu walia|reema lagoo|rajeev verma|rupa ganguly|saeed jaffrey|moushumi chatterjee|sudha chandran|krishan dhawan|goga kapoor|avtar gill|mahesh anand|,3.9,1992
Parda Hai Parda (film),romance,laxmikant berde|pankaj dheer|adi irani|shubha khote|kiran kumar|reema lagoo|meena|chunky pandey|virendra singh|malvika tiwari|,7.9,1992
Bekhudi,action|crime|drama,kamal sadanah|kajol|ajay mankotia|tanuja|vijayendra ghatge|kulbhushan kharbanda|rajendra nath|sanjeev chitre|rubina|farida jalal|jagdish raj|vikas anand|iftekhar|master bharat|,4.7,1992
Police Aur Mujrim,action|musical|romance,raaj kumar|vinod khanna|meenakshi sheshadri|avinash wadhavan|nagma|charan raj|joginder shelly|sher khan|mahavir shah|,5.4,1992
Sapne Sajan Ke,drama|romance,jackie shroff|dimple kapadia|karisma kapoor|rahul roy|aruna irani|reema lagoo|alok nath|gulshan grover|brahmachari|dinesh hingoo|shubha khote|mushtaq merchant|,3.3,1992
Ek Ladka Ek Ladki,comedy|romance,salman khan|neelam kothari|anupam kher|asrani|tiku talsania|javed khan|shubha khote|subbiraj|salim khan ding-dong|arun mathur|mushtaq khan|birbal|anuraag|vicky|,5.7,1992
Radha Ka Sangam,action|drama|romance,abhimanyyu abhimanyu|ragesh asthana|juhi chawla|sudhir dalvi|govinda|kiran kumar|kirti kumar|akhilendra mishra|disco shanti|devendra sharma|mala sinha|,5.1,1992
Aaj Ka Goonda Raaj,action|thriller,chiranjeevi|meenakshi sheshadri|raj babbar|dalip tahil|sharat saxena|parikshat sahni|geetha|satish shah|rakesh bedi|dina pathak|dan dhanoa|tinnu anand|kunickaa sadanand|shashi kiran|,5.4,1992
Deedar (1992 film),drama|romance,akshay kumar|karisma kapoor|laxmikant berde|anjana mumtaz|rajeev verma|tanuja|anupam kher|dan dhanoa|priya arun|ajit vachani|rajesh puri|seema deo|viju khote|dinesh hingoo|,4.3,1992
Bol Radha Bol,action|comedy|drama,rishi kapoor|juhi chawla|kader khan|shakti kapoor|alok nath|mohnish bahl|kiran kumar|sushma seth|jagdish raj|rajendra nath|yunus parvez|vikas anand|birbal|kamaldeep|,6.1,1992
Jeena Marna Tere Sang,action|romance,sanjay dutt|raveena tandon|javed jaffrey|sadashiv amrapurkar|paresh rawal|aruna irani|tiku talsania|guddi maruti|annu kapoor|reema lagoo|tej sapru|sonika gill|avtar gill|,5.2,1992
Humshakal (1992 film),action|comedy|drama,shammi kapoor|vinod khanna|meenakshi sheshadri|kiran juneja|kamini kaushal|nirupa roy|kader khan|puneet issar|sharat saxena|tej sapru|deep dhillon|baby shampa|bharat bhushan|chandrashekhar|,5.6,1992
Angaar,action|crime|drama,jackie shroff|dimple kapadia|nana patekar|om puri|mazhar khan|siddharth ray|kader khan|kiran kumar|,6.5,1992
Bewaffa Se Waffa,romance,vivek mushran|juhi chawla|nagma|prem chopra|pran|aruna irani|kunickaa sadanand|lalit tiwari|master manish|mehmood|goga kapoor|,5.3,1992
Balwaan,action|adventure,sunil shetty|divya bharti|danny denzongpa|avtar gill|vikram gokhale|tinnu anand|arun bakshi|pankaj berry|,4.3,1992
Khel (film),comedy|drama|romance,aparajita|prem chopra|madhuri dixit|vijayendra ghatge|dinesh hingoo|kamaldeep|anil kapoor|bharat kapoor|satyendra kapoor|satish kaul|anupam kher|shashi kiran|sujit kumar|mac mohan|,6.4,1992
Dilwale Kabhi Na Hare,romance,rahul roy|prithvi|nagma|varsha usgaonkar|satish shah|girja shankar|gajendra chouhan|pankaj berry|rakesh bedi|sripradha|guddi maruti|deepu sahar|dinesh anand|coca cola|,3.5,1992
Junoon (1992 film),horror|thriller,rahul roy|pooja bhatt|avinash wadhavan|tom alter|,5.6,1992
Antham,action|crime|romance,nagarjuna akkineni|urmila matondkar|danny denzongpa|salim ghouse|akash khurana|narra venkateswara rao|rallapalli|venkateswara rao|sunaiana|horse babu|eswara rao|janaki|ayesha jalil|lathika|,6.0,1992
Yalgaar (1992 film),action|drama|thriller,feroz khan|sanjay dutt|kabir bedi|manisha koirala|nagma|mukesh khanna|vicky arora|vishwajeet pradhan|deepti naval|manjeet kular|maya alagh|neena gupta|mohan bhandari|sunil ranade|,5.4,1992
Jigar,action|crime|drama,ajay devgn|karisma kapoor|ajit|arjun|gulshan grover|aruna irani|paresh rawal|,4.7,1992
Suraj Ka Satvan Ghoda,drama|romance,rajit kapoor|raghuvir yadav|siraj ahmed|rakesh dhar|rajeshwari sachdev|anang desai|mohini sharma|himani shivpuri|ravi jhankal|suresh bhagwat|asma|riju bajaj|amrish puri|shashibala sahay|,8.1,1992
Isi Ka Naam Zindagi,action|comedy|drama,aamir khan|farha naaz|asrani|beena banerjee|tej sapru|bharat kapoor|babloo mukherjee|jamuna|anjan srivastav|rajesh puri|shiva rindani|baby deepali|prem sagar|subroto mahapatra|,5.9,1992
Muskurahat (1992 film),comedy|drama,jay mehta|revathy|annu kapoor|jagdeep|amrish puri|anil dhawan|mahesh anand|arif khan|anju mahendru|asha sharma|uma kamesh|nilima deshpande|saba|darshan bagga|,7.1,1992
Raju Ban Gaya Gentleman,comedy|musical|romance,shah rukh khan|juhi chawla|nana patekar|amrita singh|navin nischol|ajit vachani|anjan srivastav|amrit patel|sameer chitre|lalit tiwari|vivek vaswani|rajendra mehra|irshad hashmi|neeraj vora|,6.8,1992
Ghar Jamai (1992 film),comedy|family,rita bhaduri|birbal|mithun chakraborty|shail chaturvedi|prem chopra|vikram gokhale|shakti kapoor|hussain khan|kader khan|sushmita mukherjee|amita nangia|paintal|shammi|anjan srivastav|,6.5,1992
Jaanam,romance,rahul roy|pooja bhatt|paresh rawal|ashutosh gowariker|,4.8,1992
Khule-Aam,action,dharmendra|shammi kapoor|neelam kothari|chunky pandey|moushumi chatterjee|sadashiv amrapurkar|danny denzongpa|iftekhar|satyendra kapoor|jagdish raj|viju khote|brahmachari|sheikh|alok sharad|,6.1,1992
Sangeet (film),drama|romance,madhuri dixit|jackie shroff|,5.8,1992
Umar 55 Ki Dil Bachpan Ka,comedy|drama|romance,akshay anand|chandni|gulshan grover|dinesh hingoo|aruna irani|shakti kapoor|kader khan|anupam kher|shashi kiran|ruchika panday|shradha|sripradha|swapna|,4.4,1992
Baaz (1992 film),action|mystery|thriller,govinda|sonam|abhinav chaturvedi|archana puran singh|laxmikant berde|tinnu anand|dalip tahil|sudhir|,6.0,1992
Roja,drama|romance|thriller,arvind swamy|madhoo|pankaj kapur|nassar|shiva rindani|janagaraj|vaishnavi|,8.2,1992
Antarnaad,drama,girish karnad|kulbhushan kharbanda|shabana azmi|om puri|,5.2,1991
Ajooba,action|adventure|comedy,amitabh bachchan|dimple kapadia|rishi kapoor|sonam|shammi kapoor|ariadna shengelaia|saeed jaffrey|sushma seth|amrish puri|dalip tahil|georgi darchiashvili|zurab kapianidze|abesalom loria|tinnu anand|,5.2,1991
Akayla,action|drama|thriller,amitabh bachchan|jackie shroff|amrita singh|meenakshi sheshadri|aditya pancholi|kiran juneja|keith stevenson|shashi kapoor|helen|mahesh anand|kanwaljit singh|mangal dhillon|asif|nafisa|,5.1,1991
Aakhri Cheekh,horror,vijayendra ghatge|javed khan|sripradha|anil dhawan|deepak parashar|poonam dasgupta|neelam mehra|sujit kumar|vijay arora|kamal kapoor|kanwaljit singh|seema vaz|rajendra nath|surendra pal|,5.0,1991
Aag Laga Do Sawan Ko,drama|romance,reema lagoo|kuldeep mallik|harish patel|sargam|,6.5,1991
Afsana Pyar Ka,drama|romance,aamir khan|neelam kothari|deepak tijori|neeta puri|rakesh bedi|amita nangia|raju shrestha|jaya mathur|viju khote|mehmood khan|farhat|dimple shah|rubina|g.p. singh|,6.1,1991
Ayee Milan Ki Raat,romance,avinash wadhavan|shaheen|anupam kher|kulbhushan kharbanda|paresh rawal|alok nath|aruna irani|rita bhaduri|deep dhillon|kunickaa sadanand|birbal|mahender|,6.3,1991
Benaam Badsha,action|crime|drama,rakesh bedi|juhi chawla|seema deo|rohini hattangadi|anil kapoor|viju khote|sudhir pandey|yunus parvez|amrish puri|ghanshyam rohera|ashok saraf|mahavir shah|satish shah|,5.0,1991
Aaj Ka Samson,action|romance,hemant birje|sahila chaddha|goga kapoor|puneet issar|gurbachan singh|vishal dutt|baby sonu|samina|kiran kumar|vikrant dutt|surya|neeta kapoor|vijya bans|vidyashree|,3.5,1991
Dancer (1991 film),action|drama|musical,akshay kumar|kirti singh|mohnish bahl|laxmikant berde|mahesh anand|gajendra chouhan|anjana mumtaz|dalip tahil|anand balraj|mohini|sudhir dalvi|viju khote|gurbachan singh|ram mohan|,4.1,1991
Deshwasi,action|crime|drama,tom alter|mahesh bhatt|poonam dhillon|rajiv goswami|bharat kapoor|kamini kaushal|anupam kher|manoj kumar|hema malini|mandakini|monty|monty nath|suresh oberoi|shiva rindani|,5.0,1991
100 Days (1991 film),horror|romance|thriller,jackie shroff|madhuri dixit|javed jaffrey|laxmikant berde|moon moon sen|sabeeha|ajit vachani|jay kalgutkar|neelam mehra|shashi kiran|shivaji satam|mahavir shah|kanti karan dharni|raja duggal|,6.6,1991
Banjaran,drama|romance,rishi kapoor|sridevi|kulbhushan kharbanda|gulshan grover|pran|raza murad|sudhir pandey|anjana mumtaz|sharat saxena|ram mohan|renu arya|madhu malhotra|rajan haksar|birbal|,5.2,1991
Dushman Devta,action,dharmendra|dimple kapadia|sonam|aditya pancholi|sadashiv amrapurkar|gulshan grover|joginder shelly|kunickaa sadanand|shreeram lagoo|a.k. hangal|sulabha deshpande|dinesh hingoo|brahmachari|a.a. deepak|,4.7,1991
Bhabhi (1991 film),comedy|drama|family,bhanupriya|govinda|juhi chawla|gulshan grover|anand balraj|ajit vachani|shobha pradhan|sahila chaddha|shashi puri|ram mohan|dinesh hingoo|,4.4,1991
Mane (film),drama,naseeruddin shah|deepti naval|,7.5,1991
Dil Hai Ke Manta Nahin,adventure|comedy|drama,aamir khan|pooja bhatt|anupam kher|sameer chitre|tiku talsania|rakesh bedi|virendra saxena|avtar gill|mushtaq khan|javed khan|shammi|amrit patel|shubha khote|rajesh puri|,7.4,1991
Farishtay,action|comedy|drama,dharmendra|vinod khanna|sridevi|rajinikanth|jaya prada|swapna|sadashiv amrapurkar|kulbhushan kharbanda|rajendra nath|brahmachari|a.k. hangal|amrit pal|bhushan tiwari|gautam sarin|,4.9,1991
Fateh (1991 film),action,shabana azmi|sanjay dutt|ekta sohini|sonam|mohsin khan|shafi inamdar|dinesh anand|paresh rawal|,5.9,1991
Begunaah,action|crime|drama,rajesh khanna|ashok kumar|farha naaz|sadashiv amrapurkar|jeetendra|raza murad|chandrashekhar|anand|bhima|bunty|baby guddu|jabbar|kamaldeep|shubha khote|,6.3,1991
Do Matwale,action,sanjay dutt|sonam|chunky pandey|shilpa shirodkar|kader khan|kiran kumar|gulshan grover|anjana mumtaz|sushma seth|kunickaa sadanand|shakti kapoor|asha singh|poonam shetty|viju khote|,3.0,1991
Diksha (film),drama,sulabha arya|vijay kashyap|anubhav mishra|nana patekar|k.k. raina|rajshree sawant|,7.0,1991
Dharam Sankat,action|drama,vinod khanna|amrita singh|sahila chaddha|rohini hattangadi|asrani|dara singh|amrish puri|raj babbar|shakti kapoor|sanjeeva|jayshree t.|ashalata wabgaonkar|satish shah|jankidas|,4.2,1991
First Love Letter,romance,vivek mushran|manisha koirala|dalip tahil|gulshan grover|sushma seth|beena banerjee|reema lagoo|danny denzongpa|paintal|harish patel|sonika gill|,4.8,1991
Hum (film),action|crime|drama,amitabh bachchan|rajinikanth|govinda|kimi katkar|deepa sahi|shilpa shirodkar|danny denzongpa|anupam kher|kader khan|romesh sharma|annu kapoor|shiva rindani|asha sharma|deepak shirke|,6.8,1991
Henna (film),drama|musical|romance,rishi kapoor|zeba bakhtiar|ashwini bhave|saeed jaffrey|farida jalal|kulbhushan kharbanda|kiran kumar|reema lagoo|raza murad|dilip dhawan|arun verma|tina ghai|vishwa mehra|arun bakshi|,6.4,1991
House No. 13,horror,salim fateh|baby vijaya|anil dhawan|rita bhaduri|sharat saxena|syed mustafa|k. amar|varalakshmi g.|anand|chakrapani|radhakrishnan|,6.2,1991
Hafta Bandh,action,jackie shroff|varsha usgaonkar|aditya pancholi|ekta sohini|sadashiv amrapurkar|anand balraj|charan raj|,4.4,1991
Jeena Teri Gali Mein,romance,kavita kapoor|amita nangia|kunickaa sadanand|shammi|archana puran singh|,6.6,1991
Ghar Parivar,drama,rajesh khanna|rishi kapoor|raj kiran|moushumi chatterjee|meenakshi sheshadri|prem chopra|kader khan|,5.7,1991
Izzat (1991 film),action|drama,jackie shroff|sangeeta bijlani|gulshan grover|shakti kapoor|amjad khan|raza murad|paresh rawal|goga kapoor|sadashiv amrapurkar|ishrat ali|harish patel|brando bakshi|rakesh bedi|birbal|,6.2,1991
Karz Chukana Hai,drama,govinda|juhi chawla|raj kiran|shoma anand|gulshan grover|kader khan|shakti kapoor|asrani|,5.8,1991
Khoon Ka Karz,action|crime|drama,vinod khanna|dimple kapadia|rajinikanth|sanjay dutt|kimi katkar|sangeeta bijlani|shakti kapoor|sushma seth|kader khan|kiran kumar|anil dhawan|bharat kapoor|mehmood jr.|anjana mumtaz|,5.1,1991
Indrajeet,action|drama,amitabh bachchan|jaya prada|kumar gaurav|neelam kothari|sadashiv amrapurkar|avtar gill|saeed jaffrey|kader khan|,4.6,1991
Jaan Pechaan,comedy|drama,radha asrani|birbal|sudha chandran|sudhir dalvi|utpal dutt|lilliput|meera madhuri|arun mathur|manju mishra|sushmita mukherjee|satish shah|asha sharma|shekhar suman|,5.7,1991
Khilaaf,action|comedy|crime,mahesh anand|dina pathak|om shivpuri|nadira|anupam kher|,5.5,1991
Kohraam,action,sadashiv amrapurkar|mahesh anand|brahmachari|atlee brar|dharmendra|aruna irani|jagdarshan|jainendra|praveen kumar|vinod mehra|raksha mehta|ram mohan|narendra nath|chunky pandey|,6.1,1991
Irada (1991 film),drama,shatrughan sinha|parveen babi|moon moon sen|suresh oberoi|ranjeet|om puri|amrish puri|,5.4,1991
Kurbaan (1991 film),action|drama|romance,sunil dutt|kabir bedi|salman khan|ayesha jhulka|gulshan grover|rohini hattangadi|goga kapoor|bharat kapoor|kunickaa sadanand|rajesh puri|subbiraj|sunil dhawan|ramesh goyal|kamaldeep|,4.0,1991
Jigarwala,action|drama,anil kapoor|tina ambani|,2.5,1991
Kaun Kare Kurbanie,action|crime|drama,dharmendra|govinda|anita raj|parijat|hemant birje|sonika gill|arjun hingorani|biswajit chatterjee|kunickaa sadanand|sania|joginder shelly|karishma hingorani|gufi paintal|tej sapru|,3.7,1991
Lamhe,drama|musical|romance,anil kapoor|sridevi|anupam kher|waheeda rehman|deepak malhotra|dippy sagoo|lalit tiwari|ila arun|raj hans|manju mishra|,7.4,1991
Kasba (film),drama,navjot hansra|k.k. raina|manohar singh|shatrughan sinha|mita vasisht|,7.0,1991
Khooni Raat,horror,beena banerjee|saahil chadha|huma khan|javed khan|javed khan|baby pooja|santosh raut|gautam sarin|om shivpuri|,5.8,1991
Love (1991 film),drama|musical|romance,salman khan|,5.8,1991
Mast Kalandar,action|drama|thriller,dharmendra|dimple kapadia|shammi kapoor|shakti kapoor|amrish puri|prem chopra|anupam kher|,5.2,1991
Khooni Panja,horror,anil dhawan|jagdeep|javed khan|mac mohan|sargam|,6.0,1991
Lakshmanrekha,drama,naseeruddin shah|jackie shroff|sangeeta bijlani|danny denzongpa|,4.8,1991
Mehandi Ban Gai Khoon,action,birbal|aashish chanana|juhi chawla|jankidas|satish kaushik|shakila majid|dev malhotra|sumeet saigal|satish shah|yash sharma|,5.6,1991
Patthar Ke Phool,action|drama|romance,salman khan|raveena tandon|kiran kumar|manohar singh|reema lagoo|goga kapoor|vinod mehra|vivek vaswani|dinesh hingoo|pradeep singh rawat|shaharyar khan|mohan kant|,5.7,1991
Phool Aur Kaante,action|crime|drama,ajay devgn|madhoo|arif khan|jagdeep|aruna irani|satyendra kapoor|raza murad|amrish puri|anjana mumtaz|goga kapoor|iqbal durrani|suresh chatwal|brahmachari|dan dhanoa|,5.8,1991
Maa (1991 film),drama,jeetendra|jaya prada|aruna irani|sahila chaddha|gulshan grover|shakti kapoor|kader khan|brownie the dog|,6.2,1992
Phool Bane Angaray,action|drama,rekha|rajinikanth|prem chopra|charan raj|shafi inamdar|dalip tahil|parikshat sahni|aparajita|alok nath|bindu|jagdish raj|beena banerjee|,4.9,1991
Narsimha (1991 film),action|drama,sunny deol|dimple kapadia|urmila matondkar|ravi behl|om puri|shafi inamdar|johnny lever|om shivpuri|satish shah|,5.6,1991
Prahaar: The Final Attack,action|crime|drama,nana patekar|dimple kapadia|gautam joglekar|madhuri dixit|habib tanvir|makrand deshpande|achyut potdar|sai deodhar|,8.0,1991
Paap Ki Aandhi,action,dharmendra|aditya pancholi|farha naaz|amrita singh|kiran kumar|anjana mumtaz|beena banerjee|raj kiran|raza murad|puneet issar|shakti kapoor|,4.0,1991
Pyaar Ka Saaya,drama,amrita singh|rahul roy|sheeba|mohnish bahl|avtar gill|brij gopal|ananth narayan mahadevan|johnny whisky|babbanlal yadav|ghanshyam rohera|ramesh goyal|,4.2,1991
Ramgarh Ke Sholay,action|comedy|crime,kishore anand bhanushali|dinesh hingoo|amjad khan|anand kumar|johnny lever|manmauji|mehmood jr.|nargis|rajendra nath|neela|harish patel|navin rathod|,4.9,1991
Numbri Aadmi,action|crime|drama,ishrat ali|arun bakshi|rakesh bedi|master bhagwan|amit bhalla|sangeeta bijlani|mithun chakraborty|bob christo|ghanshyam|kunal goswami|aruna irani|jagdeep|jankidas|kimi katkar|,5.0,1991
Nazar (1991 film),drama,shekhar kapur|shambhavi kaul|surekha sikri|,5.7,1990
Pratigyabadh,drama,asrani|beena banerjee|mithun chakraborty|sunil dutt|kumar gaurav|shafi inamdar|javed rizvi jarehavi|anupam kher|neelam kothari|manmauji|sujata mehta|amita nangia|yunus parvez|sharat saxena|,5.7,1991
Ranbhoomi,action|drama,jeetendra|dimple kapadia|shatrughan sinha|rishi kapoor|neelam kothari|gulshan grover|aparajita|shekhar suman|yunus parvez|amita nangia|,5.0,1991
Rupaye Dus Karod,action|drama,rajesh khanna|chunky pandey|amrita singh|sonu walia|deepika chikhalia|sadashiv amrapurkar|avinash wadhavan|kiran kumar|om shivpuri|sudhir dalvi|satyendra kapoor|mohini sharma|amita nangia|mac mohan|,6.1,1991
Saajan,drama|musical|romance,sanjay dutt|madhuri dixit|salman khan|ekta sohini|laxmikant berde|kader khan|reema lagoo|anjana mumtaz|dinesh hingoo|yunus parvez|dipinti|raja duggal|shalaka karnik|raju shrestha|,7.2,1991
